Scientific_name,English_name
Criniger chloronotus,Eastern Bearded-Greenbul
Criniger olivaceus,Yellow-bearded Greenbul
Criniger ndussumensis,White-bearded Greenbul
Eurillas gracilis,Gray Greenbul
Eurillas ansorgei,Ansorge's Greenbul
Eurillas curvirostris,Plain Greenbul
Eurillas latirostris,Yellow-whiskered Greenbul
Eurillas virens,Little Greenbul
Phyllastrephus scandens,Leaf-love
Phyllastrephus terrestris,Terrestrial Brownbul
Phyllastrephus strepitans,Northern Brownbul
Phyllastrephus fulviventris,Pale-olive Greenbul
Phyllastrephus cerviniventris,Gray-olive Greenbul
Phyllastrephus baumanni,Baumann's Greenbul
Phyllastrephus hypochloris,Toro Olive-Greenbul
Phyllastrephus fischeri,Fischer's Greenbul
Phyllastrephus cabanisi,Cabanis's Greenbul
Phyllastrephus poensis,Cameroon Olive-Greenbul
Phyllastrephus icterinus,Icterine Greenbul
Phyllastrephus lorenzi,Sassi's Greenbul
Phyllastrephus xavieri,Xavier's Greenbul
Phyllastrephus albigularis,White-throated Greenbul
Phyllastrephus flavostriatus,Yellow-streaked Greenbul
Phyllastrephus poliocephalus,Gray-headed Greenbul
Phyllastrephus debilis,Tiny Greenbul
Phyllastrephus albigula,Usambara Greenbul
Brachypodius melanoleucos,Black-and-white Bulbul
Brachypodius eutilotus,Puff-backed Bulbul
Brachypodius urostictus,Yellow-wattled Bulbul
Brachypodius priocephalus,Gray-headed Bulbul
Brachypodius melanocephalos,Black-headed Bulbul
Brachypodius fuscoflavescens,Andaman Bulbul
Rubigula erythropthalmos,Spectacled Bulbul
Rubigula cyaniventris,Gray-bellied Bulbul
Rubigula squamata,Scaly-breasted Bulbul
Rubigula flaviventris,Black-crested Bulbul
Rubigula gularis,Flame-throated Bulbul
Rubigula melanicterus,Black-capped Bulbul
Rubigula dispar,Ruby-throated Bulbul
Rubigula montis,Bornean Bulbul
Nok hualon,Bare-faced Bulbul
Spizixos canifrons,Crested Finchbill
Spizixos semitorques,Collared Finchbill
Pycnonotus zeylanicus,Straw-headed Bulbul
Pycnonotus striatus,Striated Bulbul
Pycnonotus leucogrammicus,Cream-striped Bulbul
Pycnonotus tympanistrigus,Spot-necked Bulbul
Pycnonotus taivanus,Styan's Bulbul
Pycnonotus cafer,Red-vented Bulbul
Pycnonotus jocosus,Red-whiskered Bulbul
Pycnonotus xanthorrhous,Brown-breasted Bulbul
Pycnonotus sinensis,Light-vented Bulbul
Pycnonotus barbatus,Common Bulbul
Pycnonotus nigricans,Black-fronted Bulbul
Pycnonotus capensis,Cape Bulbul
Pycnonotus xanthopygos,White-spectacled Bulbul
Pycnonotus leucotis,White-eared Bulbul
Pycnonotus leucogenys,Himalayan Bulbul
Pycnonotus aurigaster,Sooty-headed Bulbul
Pycnonotus nieuwenhuisii,Blue-wattled Bulbul
Pycnonotus snouckaerti,Aceh Bulbul
Pycnonotus bimaculatus,Orange-spotted Bulbul
Pycnonotus finlaysoni,Stripe-throated Bulbul
Pycnonotus xantholaemus,Yellow-throated Bulbul
Pycnonotus penicillatus,Yellow-eared Bulbul
Pycnonotus flavescens,Flavescent Bulbul
Pycnonotus luteolus,White-browed Bulbul
Pycnonotus goiavier,Yellow-vented Bulbul
Pycnonotus plumosus,Olive-winged Bulbul
Pycnonotus cinereifrons,Ashy-fronted Bulbul
Pycnonotus pseudosimplex,Cream-eyed Bulbul
Pycnonotus blanfordi,Ayeyarwady Bulbul
Pycnonotus conradi,Streak-eared Bulbul
Pycnonotus simplex,Cream-vented Bulbul
Pycnonotus brunneus,Red-eyed Bulbul
Tricholestes criniger,Hairy-backed Bulbul
Setornis criniger,Hook-billed Bulbul
Alophoixus finschii,Finsch's Bulbul
Alophoixus phaeocephalus,Yellow-bellied Bulbul
Alophoixus frater,Gray-throated Bulbul
Alophoixus tephrogenys,Gray-cheeked Bulbul
Alophoixus ruficrissus,Penan Bulbul
Alophoixus bres,Brown-cheeked Bulbul
Alophoixus flaveolus,White-throated Bulbul
Alophoixus ochraceus,Ochraceous Bulbul
Alophoixus pallidus,Puff-throated Bulbul
Alophoixus platenae,Sangihe Golden-Bulbul
Alophoixus aureus,Togian Golden-Bulbul
Alophoixus longirostris,Sula Golden-Bulbul
Alophoixus chloris,Halmahera Golden-Bulbul
Alophoixus lucasi,Obi Golden-Bulbul
Alophoixus mystacalis,Buru Golden-Bulbul
Alophoixus affinis,Seram Golden-Bulbul
Iole palawanensis,Sulphur-bellied Bulbul
Iole crypta,Buff-vented Bulbul
Iole charlottae,Charlotte's Bulbul
Iole propinqua,Gray-eyed Bulbul
Iole cacharensis,Cachar Bulbul
Iole viridescens,Olive Bulbul
Iole indica,Yellow-browed Bulbul
Hypsipetes madagascariensis,Malagasy Bulbul
Hypsipetes crassirostris,Seychelles Bulbul
Hypsipetes parvirostris,Grand Comoro Bulbul
Hypsipetes moheliensis,Moheli Bulbul
Hypsipetes borbonicus,Reunion Bulbul
Hypsipetes olivaceus,Mauritius Bulbul
Hypsipetes leucocephalus,Black Bulbul
Hypsipetes ganeesa,Square-tailed Bulbul
Hypsipetes nicobariensis,Nicobar Bulbul
Hypsipetes thompsoni,White-headed Bulbul
Hypsipetes amaurotis,Brown-eared Bulbul
Hypsipetes guimarasensis,Visayan Bulbul
Hypsipetes rufigularis,Zamboanga Bulbul
Hypsipetes everetti,Yellowish Bulbul
Hypsipetes mindorensis,Mindoro Bulbul
Hypsipetes siquijorensis,Streak-breasted Bulbul
Hypsipetes philippinus,Philippine Bulbul
Hemixos flavala,Ashy Bulbul
Hemixos cinereus,Cinereous Bulbul
Hemixos castanonotus,Chestnut Bulbul
Ixos mcclellandii,Mountain Bulbul
Ixos virescens,Sunda Bulbul
Ixos malaccensis,Streaked Bulbul
Phylloscopus sibilatrix,Wood Warbler
Phylloscopus bonelli,Western Bonelli's Warbler
Phylloscopus orientalis,Eastern Bonelli's Warbler
Phylloscopus maculipennis,Ashy-throated Warbler
Phylloscopus pulcher,Buff-barred Warbler
Phylloscopus inornatus,Yellow-browed Warbler
Phylloscopus humei,Hume's Warbler
Phylloscopus subviridis,Brooks's Leaf Warbler
Phylloscopus yunnanensis,Chinese Leaf Warbler
Phylloscopus proregulus,Pallas's Leaf Warbler
Phylloscopus kansuensis,Gansu Leaf Warbler
Phylloscopus chloronotus,Lemon-rumped Warbler
Phylloscopus forresti,Sichuan Leaf Warbler
Phylloscopus tytleri,Tytler's Leaf Warbler
Phylloscopus schwarzi,Radde's Warbler
Phylloscopus armandii,Yellow-streaked Warbler
Phylloscopus griseolus,Sulphur-bellied Warbler
Phylloscopus affinis,Tickell's Leaf Warbler
Phylloscopus occisinensis,Alpine Leaf Warbler
Phylloscopus fuscatus,Dusky Warbler
Phylloscopus fuligiventer,Smoky Warbler
Phylloscopus neglectus,Plain Leaf Warbler
Phylloscopus subaffinis,Buff-throated Warbler
Phylloscopus trochilus,Willow Warbler
Phylloscopus sindianus,Mountain Chiffchaff
Phylloscopus canariensis,Canary Islands Chiffchaff
Phylloscopus collybita,Common Chiffchaff
Phylloscopus ibericus,Iberian Chiffchaff
Phylloscopus cebuensis,Lemon-throated Leaf Warbler
Phylloscopus olivaceus,Philippine Leaf Warbler
Phylloscopus coronatus,Eastern Crowned Warbler
Phylloscopus ijimae,Ijima's Leaf Warbler
Phylloscopus umbrovirens,Brown Woodland-Warbler
Phylloscopus ruficapilla,Yellow-throated Woodland-Warbler
Phylloscopus laetus,Red-faced Woodland-Warbler
Phylloscopus laurae,Laura's Woodland-Warbler
Phylloscopus herberti,Black-capped Woodland-Warbler
Phylloscopus budongoensis,Uganda Woodland-Warbler
Phylloscopus intermedius,White-spectacled Warbler
Phylloscopus poliogenys,Gray-cheeked Warbler
Phylloscopus burkii,Green-crowned Warbler
Phylloscopus tephrocephalus,Gray-crowned Warbler
Phylloscopus whistleri,Whistler's Warbler
Phylloscopus valentini,Bianchi's Warbler
Phylloscopus omeiensis,Martens's Warbler
Phylloscopus soror,Alstr\u00f6m's Warbler
Phylloscopus nitidus,Green Warbler
Phylloscopus trochiloides,Greenish Warbler
Phylloscopus plumbeitarsus,Two-barred Warbler
Phylloscopus emeiensis,Emei Leaf Warbler
Phylloscopus magnirostris,Large-billed Leaf Warbler
Phylloscopus tenellipes,Pale-legged Leaf Warbler
Phylloscopus borealoides,Sakhalin Leaf Warbler
Phylloscopus xanthodryas,Japanese Leaf Warbler
Phylloscopus borealis,Arctic Warbler
Phylloscopus examinandus,Kamchatka Leaf Warbler
Phylloscopus castaniceps,Chestnut-crowned Warbler
Phylloscopus montis,Yellow-breasted Warbler
Phylloscopus grammiceps,Sunda Warbler
Phylloscopus calciatilis,Limestone Leaf Warbler
Phylloscopus cantator,Yellow-vented Warbler
Phylloscopus ricketti,Sulphur-breasted Warbler
Phylloscopus occipitalis,Western Crowned Warbler
Phylloscopus reguloides,Blyth's Leaf Warbler
Phylloscopus claudiae,Claudia's Leaf Warbler
Phylloscopus goodsoni,Hartert's Leaf Warbler
Phylloscopus xanthoschistos,Gray-hooded Warbler
Phylloscopus intensior,Davison's Leaf Warbler
Phylloscopus hainanus,Hainan Leaf Warbler
Phylloscopus ogilviegranti,Kloss's Leaf Warbler
Phylloscopus trivirgatus,Mountain Leaf Warbler
Phylloscopus presbytes,Timor Leaf Warbler
Phylloscopus rotiensis,Rote Leaf Warbler
Phylloscopus makirensis,Makira Leaf Warbler
Phylloscopus sarasinorum,Sulawesi Leaf Warbler
Phylloscopus poliocephalus,Island Leaf Warbler
Phylloscopus maforensis,Numfor Leaf Warbler
Phylloscopus misoriensis,Biak Leaf Warbler
Phylloscopus amoenus,Kolombangara Leaf Warbler
Erythrocercus mccallii,Chestnut-capped Flycatcher
Erythrocercus holochlorus,Yellow Flycatcher
Erythrocercus livingstonei,Livingstone's Flycatcher
Scotocerca inquieta,Scrub Warbler
Urosphena neumanni,Neumann's Warbler
Urosphena pallidipes,Pale-footed Bush Warbler
Urosphena subulata,Timor Stubtail
Urosphena whiteheadi,Bornean Stubtail
Urosphena squameiceps,Asian Stubtail
Tesia cyaniventer,Gray-bellied Tesia
Tesia olivea,Slaty-bellied Tesia
Tesia superciliaris,Javan Tesia
Tesia everetti,Russet-capped Tesia
Cettia major,Chestnut-crowned Bush Warbler
Cettia brunnifrons,Gray-sided Bush Warbler
Cettia castaneocoronata,Chestnut-headed Tesia
Cettia cetti,Cetti's Warbler
Abroscopus superciliaris,Yellow-bellied Warbler
Abroscopus albogularis,Rufous-faced Warbler
Abroscopus schisticeps,Black-faced Warbler
Phyllergates cucullatus,Mountain Tailorbird
Phyllergates heterolaemus,Rufous-headed Tailorbird
Tickellia hodgsoni,Broad-billed Warbler
Horornis seebohmi,Philippine Bush Warbler
Horornis diphone,Japanese Bush Warbler
Horornis canturians,Manchurian Bush Warbler
Horornis annae,Palau Bush Warbler
Horornis carolinae,Tanimbar Bush Warbler
Horornis parens,Shade Warbler
Horornis haddeni,Odedi
Horornis ruficapilla,Fiji Bush Warbler
Horornis fortipes,Brownish-flanked Bush Warbler
Horornis brunnescens,Hume's Bush Warbler
Horornis acanthizoides,Yellowish-bellied Bush Warbler
Horornis vulcanius,Sunda Bush Warbler
Horornis flavolivaceus,Aberrant Bush Warbler
Leptopoecile sophiae,White-browed Tit-Warbler
Leptopoecile elegans,Crested Tit-Warbler
Aegithalos caudatus,Long-tailed Tit
Aegithalos glaucogularis,Silver-throated Tit
Aegithalos leucogenys,White-cheeked Tit
Aegithalos concinnus,Black-throated Tit
Aegithalos niveogularis,White-throated Tit
Aegithalos iouschistos,Black-browed Tit
Aegithalos fuliginosus,Sooty Tit
Psaltriparus minimus,Bushtit
Psaltria exilis,Pygmy Tit
Sylvia atricapilla,Eurasian Blackcap
Sylvia borin,Garden Warbler
Sylvia dohrni,Dohrn's Thrush-Babbler
Sylvia galinieri,Abyssinian Catbird
Sylvia nigricapillus,Bush Blackcap
Sylvia abyssinica,African Hill Babbler
Sylvia atriceps,Rwenzori Hill Babbler
Curruca nisoria,Barred Warbler
Curruca layardi,Layard's Warbler
Curruca boehmi,Banded Parisoma
Curruca subcoerulea,Chestnut-vented Warbler
Curruca curruca,Lesser Whitethroat
Curruca lugens,Brown Parisoma
Curruca buryi,Yemen Warbler
Curruca leucomelaena,Arabian Warbler
Curruca hortensis,Western Orphean Warbler
Curruca crassirostris,Eastern Orphean Warbler
Curruca deserti,African Desert Warbler
Curruca nana,Asian Desert Warbler
Curruca deserticola,Tristram's Warbler
Curruca mystacea,Menetries's Warbler
Curruca ruppeli,R\u00fcppell's Warbler
Curruca melanothorax,Cyprus Warbler
Curruca melanocephala,Sardinian Warbler
Curruca subalpina,Moltoni's Warbler
Curruca iberiae,Western Subalpine Warbler
Curruca cantillans,Eastern Subalpine Warbler
Curruca communis,Greater Whitethroat
Curruca conspicillata,Spectacled Warbler
Curruca sarda,Marmora's Warbler
Curruca undata,Dartford Warbler
Curruca balearica,Balearic Warbler
Myzornis pyrrhoura,Fire-tailed Myzornis
Moupinia poecilotis,Rufous-tailed Babbler
Lioparus chrysotis,Golden-breasted Fulvetta
Chrysomma sinense,Yellow-eyed Babbler
Chrysomma altirostre,Jerdon's Babbler
Rhopophilus albosuperciliaris,Tarim Babbler
Rhopophilus pekinensis,Beijing Babbler
Fulvetta ruficapilla,Spectacled Fulvetta
Fulvetta danisi,Indochinese Fulvetta
Fulvetta striaticollis,Chinese Fulvetta
Fulvetta ludlowi,Brown-throated Fulvetta
Fulvetta vinipectus,White-browed Fulvetta
Fulvetta manipurensis,Streak-throated Fulvetta
Fulvetta cinereiceps,Gray-hooded Fulvetta
Fulvetta formosana,Taiwan Fulvetta
Chamaea fasciata,Wrentit
Calamornis heudei,Reed Parrotbill
Paradoxornis flavirostris,Black-breasted Parrotbill
Paradoxornis guttaticollis,Spot-breasted Parrotbill
Conostoma aemodium,Great Parrotbill
Cholornis unicolor,Brown Parrotbill
Cholornis paradoxus,Three-toed Parrotbill
Psittiparus gularis,Gray-headed Parrotbill
Psittiparus margaritae,Black-headed Parrotbill
Psittiparus ruficeps,White-breasted Parrotbill
Psittiparus bakeri,Rufous-headed Parrotbill
Neosuthora davidiana,Short-tailed Parrotbill
Suthora fulvifrons,Fulvous Parrotbill
Suthora nipalensis,Black-throated Parrotbill
Suthora verreauxi,Golden Parrotbill
Chleuasicus atrosuperciliaris,Pale-billed Parrotbill
Sinosuthora conspicillata,Spectacled Parrotbill
Sinosuthora zappeyi,Gray-hooded Parrotbill
Sinosuthora brunnea,Brown-winged Parrotbill
Sinosuthora webbiana,Vinous-throated Parrotbill
Sinosuthora alphonsiana,Ashy-throated Parrotbill
Sinosuthora przewalskii,Rusty-throated Parrotbill
Parayuhina diademata,White-collared Yuhina
Staphida everetti,Chestnut-crested Yuhina
Staphida castaniceps,Striated Yuhina
Staphida torqueola,Indochinese Yuhina
Yuhina nigrimenta,Black-chinned Yuhina
Yuhina brunneiceps,Taiwan Yuhina
Yuhina flavicollis,Whiskered Yuhina
Yuhina humilis,Burmese Yuhina
Yuhina bakeri,White-naped Yuhina
Yuhina gularis,Stripe-throated Yuhina
Yuhina occipitalis,Rufous-vented Yuhina
Dasycrotapha speciosa,Flame-templed Babbler
Dasycrotapha pygmaea,Visayan Pygmy-Babbler
Dasycrotapha plateni,Mindanao Pygmy-Babbler
Sterrhoptilus capitalis,Rusty-crowned Babbler
Sterrhoptilus dennistouni,Golden-crowned Babbler
Sterrhoptilus nigrocapitatus,Black-crowned Babbler
Zosterornis hypogrammicus,Palawan Striped-Babbler
Zosterornis striatus,Luzon Striped-Babbler
Zosterornis whiteheadi,Chestnut-faced Babbler
Zosterornis latistriatus,Panay Striped-Babbler
Zosterornis nigrorum,Negros Striped-Babbler
Cleptornis marchei,Golden White-eye
Rukia ruki,Truk White-eye
Rukia longirostra,Long-billed White-eye
Megazosterops palauensis,Giant White-eye
Heleia javanica,Javan Gray-throated White-eye
Heleia pinaiae,Gray-hooded White-eye
Heleia squamifrons,Pygmy White-eye
Heleia goodfellowi,Mindanao White-eye
Heleia squamiceps,Streak-headed White-eye
Heleia superciliaris,White-browed White-eye
Heleia dohertyi,Dark-crowned White-eye
Heleia muelleri,Timor White-eye
Heleia crassirostris,Flores White-eye
Heleia wallacei,Yellow-spectacled White-eye
Apalopteron familiare,Bonin White-eye
Tephrozosterops stalkeri,Rufescent White-eye
Zosterops ceylonensis,Sri Lanka White-eye
Zosterops nigrorum,Yellowish White-eye
Zosterops atricapilla,Black-capped White-eye
Zosterops flavilateralis,Pale White-eye
Zosterops mbuluensis,Mbulu White-eye
Zosterops erythropleurus,Chestnut-flanked White-eye
Zosterops simplex,Swinhoe's White-eye
Zosterops emiliae,Mountain Black-eye
Zosterops japonicus,Warbling White-eye
Zosterops palpebrosus,Indian White-eye
Zosterops meyeni,Lowland White-eye
Zosterops semiflavus,Marianne White-eye
Zosterops mouroniensis,Comoro White-eye
Zosterops olivaceus,Reunion White-eye
Zosterops chloronothos,Mauritius White-eye
Zosterops borbonicus,Reunion Gray White-eye
Zosterops mauritianus,Mauritius Gray White-eye
Zosterops abyssinicus,Abyssinian White-eye
Zosterops socotranus,Socotra White-eye
Zosterops melanocephalus,Cameroon Speirops
Zosterops stenocricotus,Forest White-eye
Zosterops stuhlmanni,Green White-eye
Zosterops eurycricotus,Kilimanjaro White-eye
Zosterops brunneus,Bioko Speirops
Zosterops poliogastrus,Heuglin's White-eye
Zosterops kikuyuensis,Kikuyu White-eye
Zosterops ficedulinus,Principe White-eye
Zosterops griseovirescens,Annobon White-eye
Zosterops feae,Sao Tome White-eye
Zosterops lugubris,Black-capped Speirops
Zosterops leucophaeus,Principe Speirops
Zosterops silvanus,Taita White-eye
Zosterops senegalensis,Northern Yellow White-eye
Zosterops pallidus,Orange River White-eye
Zosterops winifredae,South Pare White-eye
Zosterops virens,Cape White-eye
Zosterops anderssoni,Southern Yellow White-eye
Zosterops vaughani,Pemba White-eye
Zosterops modestus,Seychelles White-eye
Zosterops anjuanensis,Anjouan White-eye
Zosterops comorensis,Moheli White-eye
Zosterops maderaspatanus,Malagasy White-eye
Zosterops kirki,Kirk's White-eye
Zosterops mayottensis,Mayotte White-eye
Zosterops aldabrensis,Aldabra White-eye
Zosterops chloris,Lemon-bellied White-eye
Zosterops flavissimus,Wakatobi White-eye
Zosterops atrifrons,Black-crowned White-eye
Zosterops nehrkorni,Sangihe White-eye
Zosterops somadikartai,Togian White-eye
Zosterops consobrinorum,Sulawesi White-eye
Zosterops anomalus,Black-ringed White-eye
Zosterops minor,Black-fronted White-eye
Zosterops meeki,Tagula White-eye
Zosterops atriceps,Cream-throated White-eye
Zosterops buruensis,Buru White-eye
Zosterops stalkeri,Seram White-eye
Zosterops flavus,Javan White-eye
Zosterops citrinella,Ashy-bellied White-eye
Zosterops luteus,Australian Yellow White-eye
Zosterops lateralis,Silvereye
Zosterops auriventer,Hume's White-eye
Zosterops melanurus,Sangkar White-eye
Zosterops everetti,Everett's White-eye
Zosterops vellalavella,Banded White-eye
Zosterops sanctaecrucis,Santa Cruz White-eye
Zosterops fuscicapilla,Capped White-eye
Zosterops flavifrons,Yellow-fronted White-eye
Zosterops superciliosus,Bare-eyed White-eye
Zosterops lacertosus,Sanford's White-eye
Zosterops gibbsi,Vanikoro White-eye
Zosterops explorator,Layard's White-eye
Zosterops hypoxanthus,Black-headed White-eye
Zosterops mysorensis,Biak White-eye
Zosterops rendovae,Gray-throated White-eye
Zosterops oleagineus,Yap White-eye
Zosterops finschii,Dusky White-eye
Zosterops ponapensis,Pohnpei White-eye
Zosterops cinereus,Kosrae White-eye
Zosterops rotensis,Rota White-eye
Zosterops metcalfii,Yellow-throated White-eye
Zosterops stresemanni,Malaita White-eye
Zosterops novaeguineae,New Guinea White-eye
Zosterops kuehni,Ambon White-eye
Zosterops grayi,Great Kai White-eye
Zosterops luteirostris,Splendid White-eye
Zosterops uropygialis,Little Kai White-eye
Zosterops splendidus,Ganongga White-eye
Zosterops kulambangrae,Solomons White-eye
Zosterops tetiparius,Dark-eyed White-eye
Zosterops natalis,Christmas Island White-eye
Zosterops conspicillatus,Bridled White-eye
Zosterops semperi,Caroline Islands White-eye
Zosterops hypolais,Plain White-eye
Zosterops griseotinctus,Louisiade White-eye
Zosterops murphyi,Kolombangara White-eye
Zosterops inornatus,Large Lifou White-eye
Zosterops albogularis,White-chested White-eye
Zosterops samoensis,Samoan White-eye
Zosterops strenuus,Robust White-eye
Zosterops tenuirostris,Slender-billed White-eye
Zosterops minutus,Small Lifou White-eye
Zosterops xanthochroa,Green-backed White-eye
Zosterops rennellianus,Rennell White-eye
Timalia pileata,Chestnut-capped Babbler
Dumetia hyperythra,Tawny-bellied Babbler
Dumetia atriceps,Dark-fronted Babbler
Mixornis kelleyi,Gray-faced Tit-Babbler
Mixornis flavicollis,Gray-cheeked Tit-Babbler
Mixornis gularis,Pin-striped Tit-Babbler
Mixornis bornensis,Bold-striped Tit-Babbler
Macronus ptilosus,Fluffy-backed Tit-Babbler
Macronus striaticeps,Brown Tit-Babbler
Cyanoderma chrysaeum,Golden Babbler
Cyanoderma erythropterum,Chestnut-winged Babbler
Cyanoderma melanothorax,Crescent-chested Babbler
